GenePage ID	Gene Symbol	Human Entrez ID	OMIM Gene ID	OMIM Disease IDs(|)	XB tropicalis ID	Entrez tropicalis ID	XB laevis.L ID	laevis.L Symbol	Entrez laevis.L ID	XB laevis.S ID	laevis.S Symbol	Entrez laevis.S ID
986749	pgls	25796	604951		986750	548361	17346833	pgls.L	108711684	986754	pgls.S	495503
986759	pcdh15	65217	605514	601067|609533|602083	986760	100494111	17335992	pcdh15.L		17335993	pcdh15.S	
986762	papss2	9060	603005	612847	986763	100494746	17343297	papss2.L	108695716	986766	papss2.S	398910
986772	sgms1	259230	611573		986773	493559	17335398	sgms1.L	108696069	986776	sgms1.S	414566
986779	hormad1	84072	609824		986780	100489965	17345088	hormad1.L		986781	hormad1.S	496240
986786	anxa9	8416	603319		986787	493410	6078456	anxa9.L	380380	17342900	anxa9.S	
986795	adamtsl4	54507	610113	225200|225100	986796	100488255	17334788	adamtsl4.L	108699338	17334789	adamtsl4.S	108700340
986801	cldn23	137075	609203		986802	100490599	17330877	cldn23.L		17330878	cldn23.S	
986804	idua	3425	252800	607014|607015|607016	986805	100488103	986808	idua.L	446866	17330880	idua.S	
986811	XB986811 [provisional:ctsk]				986812	100490139	17339093	XB986811.L [provisional:ctsk]		17339094	XB986811.S [provisional:ctsk]	
986814	ercc4	2072	133520	278760|610965|615272|189960	986815	100145552	986818	ercc4.L	446411	17339091	ercc4.S	
986823	fbxl17	64839	609083		986824	779844	4755769	fbxl17.L	100158323	17330235	fbxl17.S	
986826	pip5kl1	138429	612865		986827	100490940	17330236	pip5kl1.L		986831	pip5kl1.S	733401
986834	dusp9	1852	300134		986835	100493388	17338482	dusp9.L	108704797	6486866	dusp9.S	108699988
986839	slc6a8	6535	300036	300352	986840	100489909	18005531	slc6a8.L	108704805	6488255	slc6a8.S	108699985
986844	dnm1	1759	602377	616346	986845	448130	6488092	dnm1.L		17346642	dnm1.S	
986853	sptan1	6709	182810	613477	986854	100036647	6252716	sptan1.L	373718	986859	sptan1.S	373724
986871	set	6418	600960	618106	986872	394638	986878	set.L	379599	6254037	set.S	399349
986889	naif1	203245	610673		986890	549107	17338158	naif1.L		986896	naif1.S	779282
986901	hsd17b10	3028	300256	300438|300705	986902	549265	986908	hsd17b10.L	446903	17343939	hsd17b10.S	108699982
986913	tor1b	27348	608050		986914	733915	22168619	tor1b.L	108704690	17335819	tor1b.S	
986922	bbln				986923	100379753	6488172	bbln.L		17344520	bbln.S	
986926	map3k3	4215	602539		986927	100490021	17749599	map3k3.L	108701764	17749597	map3k3.S	108702560
986929	tgm5	9333	603805	270300|609796	986930	100486682	6486519	tgm5.L	108701049	17344514	tgm5.S	108702207
986934	slc4a1			602722|611162|109270|110500|601551|601550|112010|112050|179800|611590|612653|166900|185020	986935	100486998	986936	slc4a1.L	443978	17331877	slc4a1.S	108702537
986941	g6pc3.2	92579	611045	612541	986942		17342747	g6pc3.2.L		17342748	g6pc3.2.S	
986947	mapt	4137	157140	168600|600274|172700|601104|260540	986948	779920	986953	mapt.L	398307	17342743	mapt.S	100158413
986961	taco1	51204	612958	220110	986962	100135399	17343342	taco1.L	108700856	6487718	taco1.S	108702561
986968	pyy	5697	600781	601665	986969	779881	17343334	pyy.L	108701982	17343335	pyy.S	108702368
986973	limd2				986974	496845	6489017	limd2.L	444701	986979	limd2.S	444202
986984	elmo1	9844	606420		1013559	100380096	1013562	elmo1.L	734712	17332207	elmo1.S	
986996	hexim1	10614	607328		986997	100497839	987000	hexim1.L	735111	17333446	hexim1.S	108702552
987003	asb16	92591	615056		987004	100487614	17338401	asb16.L	108700833	17338402	asb16.S	
987006	nags	162417	608300	237310	987007	100488724	6488121	nags.L	108700842	17338398	nags.S	108702180
987013	atxn7l3				987014	100379754	6485884	atxn7l3.L	108700831	17331200	atxn7l3.S	108702539
987017	cwc15				987018	779647	6254901	cwc15.L	444501	987023	cwc15.S	414727
987030	cep57	9702	607951	614114	987031	100494330	6489098	cep57.L	108708744	17344547	cep57.S	108710009
987035	maml2	84441	607537		987036	100493991	17346550	maml2.L	108708742	17346551	maml2.S	108710007
987038	tmem252				987039	101731792	987040	tmem252.L	100381113	17346553	tmem252.S	108706392
987045	gda	9615	139260		987046	100486841	987047	gda.L	398728	17337222	gda.S	108706975
987054	tmc1	117531	606706	606705|600974	987055	100486683	17345962	tmc1.L		17345963	tmc1.S	
987057	aldh1a1	216	100640		987058	613078	987063	aldh1a1.L	397728	17345961	aldh1a1.S	394296
987074	pip5k1b	8395	602745		987075	100380056	987078	pip5k1b.L	444238	17345381	pip5k1b.S	
987087	dock8	81704	611432	243700|614113	987088	100488105	6487054	dock8.L	108714391	17336056	dock8.S	
987108	parp3	10039	607726		987109	100145803	987112	parp3.L	496154	17346368	parp3.S	
987117	hyal1	3373	607071	601492	987118	100498156	17344528	hyal1.L	108714598	17344529	hyal1.S	
987120	glyctk	132158	610516	220120	987121	780084	17342568	glyctk.L	108714617	17342569	glyctk.S	
987128	naa80	24142	607073		987129	100498314	17333345	naa80.L		6485768	naa80.S	
987143	stk24	8428	604984		987144	100170450	987148	stk24.L	444155	17333933	stk24.S	108709753
987153	slc15a1	6564	600544		987154	100145353	17342085	slc15a1.L	108707537	6486668	slc15a1.S	108709751
987158	hs6st3	266722	609401		987159	100486788	17342081	hs6st3.L		17342082	hs6st3.S	
987161	pawr	5074	601936		987162	100486624	987163	pawr.L	447443	17340099	pawr.S	108713135
987169	gpr183.1	1880	605741		987170	100487401	17334560	gpr183.1.L		17334561	gpr183.1.S	
987174	dock9	23348	607325		987175	100144990	987177	dock9.L	100127329	17342658	dock9.S	
987182	znf385a	25946	609124		987183	100492172	17338233	znf385a.L	108708631	6487675	znf385a.S	108709889
987189	endou	8909	606720		987190	100490819	6486962	endou.L	108708628	18005888	endou.S	
987196	pde1b	5153	171891		987197	100036722	17343752	pde1b.L	108708629	6253969	pde1b.S	495332
987207	ap3b1	8546	603401	608233	987208	100493180	987211	ap3b1.L	443724	17330528	ap3b1.S	
987219	haus6	54801	613433		987220	100216179	987224	haus6.L	100036802	17339399	haus6.S	108706930
987229	adamtsl1	92949	609198		987230	100494603	17337027	adamtsl1.L	108713783	17337028	adamtsl1.S	108704813
987234	rbm45	129831	608888		987235	100379755	17339996	rbm45.L	108701387	987240	rbm45.S	379782
987245	osbpl6	114880	606734		987246	734134	17340553	osbpl6.L	108701388	6488758	osbpl6.S	108703014
987249	gabpa	2551	600609		987250	100126064	987254	gabpa.L	446729	17331756	gabpa.S	378601
987262	atp5pf	522	603152		987263	549796	987269	atp5pf.L	379616	17332391	atp5pf.S	447261
987276	phospho1				987277	100492656	17341121	phospho1.L	108700823	17341122	phospho1.S	108702531
987282	b4galnt2	124872	111730		987283	100493488	17345149	b4galnt2.L		17345150	b4galnt2.S	
987285	ssbp2	23635	607389		987286	100216109	17345148	ssbp2.L	108717585	987290	ssbp2.S	380039
987296	acot12	134526	614315		987297	100170471	987300	acot12.L	444535	17336993	acot12.S	
987305	atg10	83734	610800		987306	100492117	17334513	atg10.L	108717564	17334514	atg10.S	
987310	tmem229b				987311	779772	17342633	tmem229b.L	108699283	17342634	tmem229b.S	108704440
987315	rcbtb1	55213	607867	103780|617175	987316	550106	17342639	rcbtb1.L	398469	987321	rcbtb1.S	414496
987330	kcnrg	283518	607947		987331	394457	17334643	kcnrg.L	108708671	17334644	kcnrg.S	
987338	lima1	51474	608364	618079	987339	779798	987346	lima1.L	495252	17342061	lima1.S	108709915
987351	bc014685				987352	549388	6488466	bc014685.L		18005532	bc014685.S	108697496
987356	myoz1	58529	605603		987357	448363	6254058	myoz1.L	380194	17343832	myoz1.S	379144
987369	XB987369 [provisional:prss12]				987370	100497588	6488607	XB987369.L [provisional:prss12]	108696254	17335129	XB987369.S [provisional:prss12]	
987374	sirt2	22933	604480		987375	100489469	17343217	sirt2.L		987378	sirt2.S	495688
987397	f5	2153	612309	600880|601367|227400|188055|614389	987398	100135376	6489051	f5.L	108708204	17340841	f5.S	
987402	nme7	29922	613465		987403	394498	6486474	nme7.L	108708207	17331880	nme7.S	108709411
987411	hipk1	204851	608003		987412	734033	987418	hipk1.L	495423	17336377	hipk1.S	100189543
987423	dpt	1805	125597		987424	594987	987429	dpt.L	100381071	17339000	dpt.S	108709408
987434	slc7a10	56301	607959		987435	100494333	6488850	slc7a10.L	108714114	17330036	slc7a10.S	108704092
987441	chst8	64377	610190	616265	987442	779984	6487999	chst8.L	108714112	17339445	chst8.S	108704091
987450	crcp	27297	606121		987451	549232	17337530	crcp.L		987456	crcp.S	379594
987461	cct6a	908	104613		987462	407866	17345085	cct6a.L	108708336	987469	cct6a.S	444509
987475	asl	435	608310	207900	987476	100127798	987479	asl.L	447450	17330453	asl.S	
987484	phkg1	5260	172470		987485	448255	17342058	phkg1.L	108708334	987490	phkg1.S	373780
987495	auts2	26053	607270	615834	987496	100498056	6486362	auts2.L		17336431	auts2.S	
987502	kctd7	154881	611725	611726	987503	100497325	17338717	kctd7.L	108707519	6487308	kctd7.S	108709641
987505	mtfr2				987506	779932	6485821	mtfr2.L	108716795	17331422	mtfr2.S	
987515	ero1b	56605	615437		987516	100038254	17339676	ero1b.L	108716133	17339677	ero1b.S	
987522	tarbp1	6894	605052		987523	100493389	6488212	tarbp1.L	108716132	17333608	tarbp1.S	
987531	gng4	2786	604388		987532	779661	17340526	gng4.L		987534	gng4.S	446597
987540	ccr6	1235	601835		987541	100492892	17330138	ccr6.L	108716150	17330139	ccr6.S	
987545	slc35f3				987546	100491052	17338755	slc35f3.L	108716134	17338756	slc35f3.S	
987548	gpr137b	7107	604658		987549	549775	987554	gpr137b.L	446828	17331191	gpr137b.S	
987559	haghl				987560	100145102	17338395	haghl.L		987563	haghl.S	779396
987571	srebf1	6720	184756		987572	100485631	6255069	srebf1.L	494844	17338997	srebf1.S	108703239
987579	alkbh5	54890	613303		987580	493400	987585	alkbh5.L	444130	17338993	alkbh5.S	108702322
987590	meiob	254528	617670	617706	987591	100489575	17337219	meiob.L	108701671	17337220	meiob.S	
987593	ciao3	64428	611118		987594	100127749	17337218	ciao3.L		6487881	ciao3.S	108703228
987601	chtf18	63922	613201		987602	100380057	987606	chtf18.L	414577	17336677	chtf18.S	
987611	med9	55090	609878		987612	100485886	987613	med9.L	734597	17345411	med9.S	108703237
987616	gfer	2671	600924	613076	987617	100488306	987618	gfer.L	733269	17345412	gfer.S	
987620	noxo1	124056	611256		987621	100127638	17337234	noxo1.L	108701668	17337235	noxo1.S	108702434
987625	rai1	10743	607642	182290	987626	100487671	17337232	rai1.L	108701684	6487537	rai1.S	108703238
987632	pgap6				987633	100379962	987637	pgap6.L	779105	17345999	pgap6.S	108703243
987639	pcgf3	10336	617543		987640	549601	6486373	pcgf3.L		17346002	pcgf3.S	
987646	fbxo10	26267	609092		987647	100493653	6487878	fbxo10.L	108713391	17335482	fbxo10.S	108703691
987653	melk	9833	607025		987654	549144	987660	melk.L	397927	17344185	melk.S	
987669	psmc3ip	29893	608665	614324	987670	100170440	987673	psmc3ip.L	494783	17332363	psmc3ip.S	
987678	kcnj16	3773	605722		987679	100145730	17344793	kcnj16.L	108704330	987682	kcnj16.S	373785
987687	sec24a	10802	607183		987688	100488463	17339077	sec24a.L	108710841	987691	sec24a.S	100381056
987695	txndc15	79770	617778		987696	100379756	987700	txndc15.L	779219	17330855	txndc15.S	
987705	pcbd2	84105	609836		987706	100489519	987707	pcbd2.L	414645	17340538	pcbd2.S	
987710	fbxl21	26223	609087		987711	100489356	17331749	fbxl21.L	108710846	17331750	fbxl21.S	
987715	mgat5b	146664	612441		987716	100487001	17331746	mgat5b.L	108701139	6487017	mgat5b.S	108702220
987720	st6galnac1	55808	610138		987721	101733431	17340007	st6galnac1.L		17340008	st6galnac1.S	
987723	cygb	114757	608759		987724	448640	17340009	cygb.L	108701133	987727	cygb.S	447575
987731	ubald2				987732	496560	987736	ubald2.L	432323	17331160	ubald2.S	446779
987741	prpsap1	5635	601249		987742	394550	987747	prpsap1.L	379191	6486609	prpsap1.S	380233
987754	uts2r	2837	600896		987755	100485936	6253385	uts2r.L	447774	17330523	uts2r.S	108702833
987759	p4ha1	5033	176710		987760	100490484	6486319	p4ha1.L	108696224	17333499	p4ha1.S	108697480
987766	npffr1.1	64106	607448		987767	101733377	17338765	npffr1.1.L	108695779	6252579	npffr1.1.S	414500
987771	anxa7	310	186360		987772	407959	17346887	anxa7.L	779373	987778	anxa7.S	447499
987787	nudt13	25961	609233		987788	100492118	987791	nudt13.L	446751	17340087	nudt13.S	
987794	ascc1	51008	614215	614266|616867	987795	100124965	6488382	ascc1.L	108696232	17334249	ascc1.S	
987802	tnfrsf21	27242	605732		987803	780059	6488914	tnfrsf21.L	108717212	17346176	tnfrsf21.S	108718277
987809	cd2ap	23607	604241	607832	987810	100158527	987814	cd2ap.L	445851	17342319	cd2ap.S	108718276
987823	rnf217				987824	100379757	987826	rnf217.L	734643	17338809	rnf217.S	
987829	has3	3038	602428		987830	100487554	17345588	has3.L	108714068	987831	has3.S	399037
987840	spata17	128153	611032		987841	100490367	987844	spata17.L	733367	17344989	spata17.S	
987848	iars2	55699	612801	616007	987849	100145647	6485724	iars2.L	108716463	17344992	iars2.S	
987854	bpnt1	10380	604053		987855	100488833	987858	bpnt1.L	447000	17336851	bpnt1.S	
987863	gpatch2	55105	616836		987864	100379758	987869	gpatch2.L	733257	17344384	gpatch2.S	108717707
987873	rab3gap2	25782	609275	212720|614225	987874	100145752	6487943	rab3gap2.L	108716464	17336290	rab3gap2.S	
987880	muc6	4588	158374		987881	100493117	17331585	muc6.L	108713476	17331586	muc6.S	
987883	XB987883 [provisional:muc5b]				987884	100493606	17345373	XB987883.L [provisional:muc5b]		17345374	XB987883.S [provisional:muc5b]	
987888	XB987888 [provisional:muc5ac]				987889	100493937	17331580	XB987888.L [provisional:muc5ac]		17331581	XB987888.S [provisional:muc5ac]	
987891	slc43a2	124935	610791		987892	100124757	987896	slc43a2.L	443700	17336533	slc43a2.S	100037120
987907	ptchd1	139411	300828	300830	987908	101731640	17333157	ptchd1.L	108708017	17333158	ptchd1.S	108709336
987910	adgrg2	10149	300572	300985	987911	100496949	17330014	adgrg2.L	108707454	17330015	adgrg2.S	108709338
987913	gskip	51527	616605		987914	100125074	987917	gskip.L	432046	17330009	gskip.S	
987919	clmn	79789	611121		987920	100488669	17341314	clmn.L	108698735	17341315	clmn.S	108699811
987922	bdkrb2	624	113503		987923	100127763	17333746	bdkrb2.L	108698737	17333747	bdkrb2.S	108699809
987927	mppe1	65258	611900		987928	100492787	987931	mppe1.L	779273	17333743	mppe1.S	
987934	st6galnac3	256435	610133		987935	100495364	17341894	st6galnac3.L	108714200	17341895	st6galnac3.S	
987937	msh4	4438	602105		987938	100495525	17341897	msh4.L	108713522	17341898	msh4.S	
987940	ptger3	5733	176806		987941	100495208	987944	ptger3.L	100049776	17334363	ptger3.S	108715514
987948	negr1	257194	613173		987949	100127726	987950	negr1.L	100380985	17334372	negr1.S	
987952	slc44a5				987953	100145179	17342483	slc44a5.L	108713523	17342484	slc44a5.S	108715507
987957	lrriq3	127255	617957		987958	100495687	17337555	lrriq3.L		6488531	lrriq3.S	108715512
987962	klhdc4				987963	394683	987968	klhdc4.L	379203	17342516	klhdc4.S	
987973	jph3	57338	605268	606438	987974	105947054	17343063	jph3.L		17343064	jph3.S	
987976	asph	444	600582	601552	987977	548451	6255831	asph.L	100137711	17340737	asph.S	
987981	tsc1	7248	605284	191100|607341|606690	987982	100380126	17334580	tsc1.L	108698219	6488161	tsc1.S	108699932
987987	ralgds	5900	601619		987988	100135084	17330704	ralgds.L	108698864	6487313	ralgds.S	108699930
987994	gtf3c4	9329	604892		987995	100491277	6487708	gtf3c4.L	108698220	17332768	gtf3c4.S	
988001	klhl4	56062	300348		988002	100125035	17336664	klhl4.L	108698446	17336665	klhl4.S	108700147
988005	htr1b	3351	182131		988006	100495915	17336660	htr1b.L	108704148	17336661	htr1b.S	108717432
988008	phip	55023	612870	617991	988009	100158567	6487769	phip.L	108704167	17346181	phip.S	108717992
988015	ddx43	55510	606286		988016	779928	6488058	ddx43.L	108704170	17344782	ddx43.S	
988024	upk1b	7348	602380		988025	733741	17337290	upk1b.L	398638	988030	upk1b.S	444780
988038	b4galt3l1				988039	448369	988045	b4galt3l1.L	496041	18005889	b4galt3l1.S	108709275
988050	ssuh2	51066	617479		988051	100379984	6486132	ssuh2.L	108714629	17341551	ssuh2.S	
988058	cand2	23066	610403		988059	100492789	6486847	cand2.L		17346053	cand2.S	
988066	crot	54677	606090		988067	733879	17338472	crot.L		6487596	crot.S	108719881
988074	alms1	7840	606844	203800	988075	100380035	6487812	alms1.L	108697526	17346626	alms1.S	108706475
988080	egr4	1961	128992		988081	100487839	6487615	egr4.L	108697521	17334291	egr4.S	108706476
988087	nat8.3	9027	606716		988088	100489358	17334289	nat8.3.L	108719400	17334290	nat8.3.S	
988090	smyd5				988091	496812	988094	smyd5.L	444061	17336789	smyd5.S	
988099	sfxn5	94097	615572		988100	448290	6488792	sfxn5.L	100505449	17340995	sfxn5.S	
988106	adam33	80332	607114		988107	677728	988112	adam33.L	386623	17332744	adam33.S	373720
988119	cct7	10574	605140		988120	407957	17341499	cct7.L	495278	988126	cct7.S	446872
988136	myt1l	23040	613084	616521	988137	100494385	17340897	myt1l.L		6488061	myt1l.S	
988143	sntg2	54221	608715		988144	100495165	988145	sntg2.L	447597	17344170	sntg2.S	108718226
988148	uggt1	56886	605897		988149	100380058	6488166	uggt1.L	108717160	17331517	uggt1.S	
988159	arhgap18	93663	613351		988160	779789	988165	arhgap18.L	100037223	17340296	arhgap18.S	
988170	epb41l2	2037	603237		988171	100379759	11536234	epb41l2.L	108716755	17339770	epb41l2.S	
988178	moxd1	26002	609000		988179	100497795	17339775	moxd1.L		17339776	moxd1.S	108704783
988181	enpp1	5167	173335	125853|601665|602475|208000|615522|613312	988182	100422807	6492363	enpp1.L	100462923	17335228	enpp1.S	
988184	phf3	23469	607789		988185	100125038	17335226	phf3.L	108716924	6253637	phf3.S	733192
988191	adgrb3	577	602684		988192	100486275	6488945	adgrb3.L		17345808	adgrb3.S	
988196	lgsn	51557	611470		988197	100485684	17343926	lgsn.L	108716923	17343927	lgsn.S	
988199	tm6sf2	53345	606563		988200	100158592	6486970	tm6sf2.L	108713421	17343918	tm6sf2.S	
988207	s1pr4	8698	603751		988208	100490772	17339937	s1pr4.L	108696833	988209	s1pr4.S	108703677
988213	gtpbp3	84705	608536	616198	988214	100490486	17338087	gtpbp3.L		6487387	gtpbp3.S	108703705
988220	ap4e1	23431	607244	613744|184450	988221	100494908	17345178	ap4e1.L	108710298	6489280	ap4e1.S	108712917
988225	scd	6319	604031		988226	613092	17345175	scd.L	100037114	988231	scd.S	447633
988241	mavs	57506	609676		988242	100485829	17329950	mavs.L		17329951	mavs.S	
988244	dnaaf9	25943	614146		988245	100486685	17329945	dnaaf9.L	108697172	17329946	dnaaf9.S	108706489
988247	pank2	80025	606157	607236|234200	988248	100487302	6487951	pank2.L		17346477	pank2.S	
988256	vip	7432	192320		988257	100489359	988258	vip.L	373781	17338201	vip.S	108717546
988261	ccdc170				988262	100145067	17346355	ccdc170.L	108716689	6488475	ccdc170.S	
988266	adam23	8745	603710		988267	100494499	6487212	adam23.L		17346361	adam23.S	
988271	lipe	3991	151750	615980	988272	733899	5970736	lipe.L	100174796	17337612	lipe.S	108697769
988280	psg3	5671	176392		988281	100487919	17331240	psg3.L	108695895	17331241	psg3.S	
988287	cmklr1	1240	602351		988288	100216025	17337511	cmklr1.L	108697106	17337512	cmklr1.S	108706443
988290	bphl	670	603156		988291	100489969	988292	bphl.L	734859	17337129	bphl.S	
988297	nrn1	51299	607409		988298	100145075	988299	nrn1.L	495392	6252721	nrn1.S	373709
988305	prpf4b	8899	602338		988306	779480	6255248	prpf4b.L	100037169	988313	prpf4b.S	495151
988320	irf4	3662	601900	254500|611724	988321	100490143	6487174	irf4.L		17342452	irf4.S	
988323	marveld1	83742	616970		988324	100379963	988328	marveld1.L	100381114	17342453	marveld1.S	108697473
988331	loxl4	84171	607318		988332	100494701	17334339	loxl4.L	108695763	17334340	loxl4.S	108697205
988334	cmah			603209	988335	100216283	988338	cmah.L	379989	17339541	cmah.S	
988343	scgn	10590	609202		988344	780242	988349	scgn.L	494795	17343026	scgn.S	108720130
988354	carmil1	55604	609593		988355	100145775	6489174	carmil1.L	108719160	17334927	carmil1.S	108720131
988362	slc66a2.1				988363	550017	988369	slc66a2.1.L	431879	17343625	slc66a2.1.S	108695209
988374	hnrnpd	3184	601324		988375	594903	988380	hnrnpd.L	496375	17335511	hnrnpd.S	
988386	epha5	2044	600004		988387	100488002	6488916	epha5.L		17344212	epha5.S	
988394	tmprss11a	339967	611704		988395		17336122	tmprss11a.L		17336123	tmprss11a.S	
988397	stap1	26228	604298		988398	101733660	17336124	stap1.L		6487336	stap1.S	
988400	slc10a6	345274	613366		988401	100488946	17342662	slc10a6.L		17342663	slc10a6.S	
988403	usp4	7375	603486		988404	100491110	988407	usp4.L	398480	17342664	usp4.S	108715814
988414	mrpl21	219927	611834		988415	549564	988420	mrpl21.L	734855	17333926	mrpl21.S	
988425	syt12	91683	606436		988426	100496899	17343305	syt12.L	108713847	17343306	syt12.S	
988428	ptdss2	81490	612793		988429	780129	6019605	ptdss2.L	100190774	17336539	ptdss2.S	108715190
988438	myo5b	4645	606540	251850	988439	100379760	17334615	myo5b.L	108718627	6487867	myo5b.S	108705475
988445	c18orf25				988446	548782	988451	c18orf25.L	380047	17341495	c18orf25.S	444312
988458	st8sia5	29906	607162		988459	100036735	17332752	st8sia5.L	108718719	17332753	st8sia5.S	
988465	cfap53	220136	614759	614779	988466	100145337	6487461	cfap53.L	108718643	17334778	cfap53.S	
988473	pias2	9063	603567		988474	779910	988480	pias2.L	432031	17333336	pias2.S	108707347
988485	ier3ip1	51124	609382	614231	988486	549014	6254264	ier3ip1.L	735184	17345118	ier3ip1.S	108707346
988493	vps8				988494	100127670	6486994	vps8.L		17342944	vps8.S	
988501	cflar	8837	603599		988502	779578	17338797	cflar.L	108701437	988506	cflar.S	780745
988512	itgb2	3689	600065	116920	988513	100492659	988514	itgb2.L	379708	6252368	itgb2.S	379708
988518	c3orf70				988519	100494388	17333639	c3orf70.L	108701433	17333640	c3orf70.S	108703044
988523	tmem41a				988524	100492177	17345183	tmem41a.L		17345184	tmem41a.S	108703046
988528	mpp4	58538	606575		988529	100495166	6488828	mpp4.L	108701860	17338206	mpp4.S	
988531	cyp20a1				988532	733965	988537	cyp20a1.L	379235	17344886	cyp20a1.S	108703049
988543	stradb	55437	607333		988544	100495317	988545	stradb.L	108701438	17340064	stradb.S	
988548	orc2	4999	601182		988549	780267	17340065	orc2.L		988555	orc2.S	394365
988562	ehhadh	1962	607037	615605	988563	100216115	17335558	ehhadh.L		6487089	ehhadh.S	108703045
988569	rsf1	51773	608522		988570	100485119	17339425	rsf1.L		988573	rsf1.S	446248
988577	tyr	7299	606933	103470|601800|203100|606952	988578	100125152	17331185	tyr.L	398715	988583	tyr.S	108710021
988585	h6pd	9563	138090	604931	988586	100127695	17335447	h6pd.L	108696534	6487871	h6pd.S	108697628
988590	plch2	9651	612836		988591	100487353	6486770	plch2.L		17333056	plch2.S	
988597	gabrd	2563	137163	613060	988598	100488161	17333052	gabrd.L	108696543	17333053	gabrd.S	
988600	secisbp2l	9728	615756		988601	733798	6487911	secisbp2l.L	108710299	17344476	secisbp2l.S	108712906
988608	cep152	22995	613529	614852|613823	988609	100380166	988613	cep152.L	446951	17332228	cep152.S	108712907
988619	dlk1	8788	176290		988620	100494606	17335759	dlk1.L	108698971	17335760	dlk1.S	108700475
988622	evl	51466	616912		988623	100124792	988627	evl.L	496406	17343878	evl.S	779377
988636	luzp1	7798	601422		988637	100380059	17343785	luzp1.L	108708262	988641	luzp1.S	446515
988646	farp2	9855	617586		988647	100492283	17343269	farp2.L	108716223	6254697	farp2.S	734998
988654	d2hgdh	728294	609186	600721	988655	100379761	17334520	d2hgdh.L		6486830	d2hgdh.S	108718159
988662	bok	666	605404		988663	100491111	17342628	bok.L	108717091	6251426	bok.S	100271896
988665	znf704				988666	101733106	17342623	znf704.L	108719311	17342624	znf704.S	108719738
988668	tns2	23371	607717		988669	100486792	6489249	tns2.L	108708654	17342621	tns2.S	108709907
988675	eif4b	1975	603928		988676	448618	17333885	eif4b.L	108708655	6254975	eif4b.S	100037232
988686	tnfaip6	7130	600410		988687	100490996	988688	tnfaip6.L	496285	17342048	tnfaip6.S	108702956
988693	prpf40a	55660	612941		988694	100170464	988697	prpf40a.L	100158376	6255556	prpf40a.S	100037011
988702	ptbp3	9991	607527		988703	100145652	17340586	ptbp3.L	108713380	988706	ptbp3.S	100380987
988710	slc46a2	57864	608956		988711	100487507	17338271	slc46a2.L	108713385	17338272	slc46a2.S	
988713	inip	58493	613273		988714	100380060	17332437	inip.L		988718	inip.S	379068
988721	stra6l.1				988722	100145324	6487045	stra6l.1.L	108713373	17341181	stra6l.1.S	108706914
988726	anp32b				988727	594955	988734	anp32b.L	444262	17346540	anp32b.S	
988740	cpeb4	80315	610607		988741	100489114	17339393	cpeb4.L		6488739	cpeb4.S	100505450
988747	atp6v0e1	8992	603931		988748	100216036	17339390	atp6v0e1.L	446821	988750	atp6v0e1.S	414723
988754	pde6a	5145	180071	613810	988755	100489913	17331150	pde6a.L	108710957	6488885	pde6a.S	
988759	crebrf	153222	617109		988760	100490775	6488434	crebrf.L	108710951	17336986	crebrf.S	108713245
988764	arhgef37				988765	100490262	988768	arhgef37.L	443708	17340000	arhgef37.S	108712400
988772	mrps31	10240	611992		988773	779479	17331804	mrps31.L	108708679	6485963	mrps31.S	108709931
988781	nhlrc3				988782	100497010	17338178	nhlrc3.L		17338179	nhlrc3.S	108709935
988784	btbd10	84280	615933		988785	100379762	17338181	btbd10.L	100158342	988789	btbd10.S	734616
988795	swap70	23075	604762		988796	100135363	17346889	swap70.L	108713744	6486123	swap70.S	108715277
988804	xirp2	129446	609778		988805	100488785	17336136	xirp2.L	108701358	17336137	xirp2.S	108702980
988807	nostrin	115677	607496		988808	100489418	988811	nostrin.L	100381115	17341073	nostrin.S	
988815	b3galt1	8708	603093		988816	100488045	17339331	b3galt1.L	108701359	17339332	b3galt1.S	108702981
988818	abcb11.2	8647	603201	601847|605479	988819	100489579	17340067	abcb11.2.L	108701362	17340068	abcb11.2.S	108702984
988823	nsd2	7468	602952	194190	988824	100125213	17332476	nsd2.L	108697691	988828	nsd2.S	431996
988833	poln	353497	610887		988834	101732961	17340621	poln.L	108696329	17340622	poln.S	
988836	nelfa	7469	606026	194190	988837	100135733	988840	nelfa.L	447614	17340623	nelfa.S	
988845	kcnip2	30819	604661		988846	100494608	17333068	kcnip2.L		6252980	kcnip2.S	779161
988848	ercc6l	54821	300687		988849	100135235	6486274	ercc6l.L	108698256	17333060	ercc6l.S	
988857	cfap46				988858	779495	6488251	cfap46.L	108696139	17333833	cfap46.S	
988861	stn1	79991	613128	617341	988862	448268	17333662	stn1.L		988865	stn1.S	734784
988868	atp5mk	84833	615204		988869	101730293	6486579	atp5mk.L	108704950	17333667	atp5mk.S	108697413
988871	calhm1	255022	612234		988872	101734555	17341798	calhm1.L		17341799	calhm1.S	
988874	nt5c2	22978	600417	613162	988875	548490	988880	nt5c2.L	444729	17333033	nt5c2.S	108697186
988892	calhm3				988893	101734493	17342389	calhm3.L		17342390	calhm3.S	
988895	lgals9c				988896	100124899	6256322	lgals9c.L	398444	988901	lgals9c.S	398289
988912	zbtb11	27107	618181		988913	734142	17346267	zbtb11.L	108708374	6251704	zbtb11.S	446252
988919	cfap36				988920	394695	988927	cfap36.L	380533	17346261	cfap36.S	
