Gene Symbol	Human Entrez ID
XB996286 [provisional:npy4r]	
XB996291 [provisional]	
rcc2	55920
arhgef10l	55160
abcg1	9619
slc6a16	28968
sorcs3	22986
inpp5k	51763
crk	1398
nagpa	51172
ywhae	7531
polh	5429
tcte1	202500
xpo5.2	57510
gtpbp2	54676
olfml2a	169611
tbxa2r	6915
cherp	
slc35e1	
eif4g2	1982
irag1	10335
coasy	80347
surf4.2	6836
stkld1	
tldc2	
ptpn23	25930
scap	22937
ebag9	9166
pm20d1	148811
slc26a9	115019
fam72a	729533
hcrt	3060
ghdc	84514
chaf1b	8208
b3gnt3.2	10331
ndufaf7	55471
c14orf119	
oxa1l	5018
XB996620 [provisional:c1orf198]	
rprml	
capn7	23473
tex2.2	
neu3.1	10825
polr3g	10622
adamts4	9507
parvg	64098
mpped1	758
efcab6	
pigb	9488
miga2	84895
crata	1384
dolpp1	57171
dnajb13	374407
chpf	79586
cnga4	1262
piga	5277
asb11	140456
trpm2	7226
prpf3	9129
tars2	80222
tns4	84951
crocc	9696
padi2	11240
necap1	25977
atp13a2	23400
snx4	8723
znf148	7707
mx1	4599
gcnt1	2650
cela3a	
rap1gap	5909
kcnab3	9196
bcl2l14	79370
slc4a3	6508
arl5b	221079
znf236	7776
kcnc1	3746
abcc8	6833
tph1	7166
ptpro	5800
eps8	2059
strap	11171
nrarp	
tmem141	
spcs1	28972
ppp1r3d	5509
cdh26	60437
notum	147111
enpp7	339221
phc2	1912
zkscan8	7745
iqsec1	9922
gp9	2815
agmat	79814
zdhhc13	54503
nrip3	56675
uggt2	55757
dnajc3	5611
dzip1	22873
kank2	25959
yipf2	78992
saraf	51669
gsr	2936
trim66	9866
gpr6	2830
dlg4	1742
hsf1	3297
kif1c	10749
pcolce	5118
tectb	6975
itprip	
atp6ap1.2	537
tfcp2l1	29842
lancl1	10314
adk	132
mocs1	4337
blmh	642
ganab	23193
smc1b	27127
aoc1	26
ints13	55726
mael	84944
styxl2	
chpf2	54480
apoh	350
ubl5	59286
cln3	1201
tpp1	1200
pfdn2	5202
klhdc9	126823
ndc80	10403
fam162a	26355
hspbap1	79663
gapvd1	26130
slc26a2	1836
lypd2	
mmrn1	22915
ogfr	11054
col9a3	1299
xkr7	
hp1bp3	50809
ubac1	10422
tefm	79736
crlf3	51379
suz12	23512
utp6	
rnf135	84282
rhbdl3	
ndufs3	4722
ptpmt1	114971
agbl2	79841
mtch2	23788
cacng1	786
mrpl48	51642
vgll4	
tdrd10	
senp3	26168
slc30a3	7781
gtf3c2	2976
uxs1	80146
ecrg4	84417
mfap4.1	4239
pi4kb	5298
rgp1	9827
dnase1l1	1774
khk	3795
emilin1	11117
abhd1	84696
cgref1	10669
dcp1a	55802
sgpl1	8879
smpd1	6609
znf207	7756
prpf6	24148
dap3	7818
eif2b4	8890
plb1	151056
or10c1l.14	
snx17	9784
fndc4	64838
heg1	57493
slc12a8	84561
chtop	26097
s100a1	6271
hgh1	
recql4	9401
timm10b	26515
arfip2	23647
XB997834 [provisional]	
lypd1	116372
tmem37	
trim45	80263
or4f3.3	
mrm2	29960
or4f3.16	
emc6	
b4galt2	8704
atp6v0b	533
mast2	23139
lurap1	541468
faah.2	2166
faah.3	2166
dmrta2	63950
txndc12	51060
cc2d1b	
orc1	4998
ssbp3	23648
pcsk9	255738
tnn	63923
taf5l	
zdhhc14	
cnst	163882
lrrc34	
eif5a	1984
ect2	1894
pik3ca	5290
mfn1	55669
usp13	8975
mutyh	4595
ebna1bp2	10969
c8b	732
patj	10207
dock7	85440
alg6	29929
myf6	4618
lin7a	8825
ccdc59	
setd6	79918
ciapin1	57019
polr2c	5432
katnb1	10300
gins3	64785
got2	2806
exosc6	118460
znrf1	84937
dnaja2	10294
gpt	2875
c16orf87	
lztr1	8216
cdo1	1036
fem1c	56929
cadm2	253559
stag2	10735
endog	2021
uprt	139596
mcts1	28985
cox7b	1349
magt1	84061
tnpo3	23534
irf5	3663
itih2	3698
usp6nl	9712
chfr	55743
mrpl40	64976
ypel1	29799
gstt1	2952
pisd	23761
rnf185	
slitrk1	114798
scel	8796
mycbp2	23077
kctd12	115207
nptx2	4885
aimp2	7965
pms2	5395
polr3e	55718
atic	471
arl4c	10123
trpm8	79054
col6a3	1293
mlph	79083
ugt1a1	54658
col6a1	1291
elmod2	255520
mfsd8	256471
mmab	326625
mvk	4598
trpv4	59341
ankrd13a	88455
crybb1	1414
cryba4	1413
ttc28	23331
dgcr6	8214
man1a1	4121
yod1	55432
pmm2	5373
desi1	27351
henmt1	113802
trabd	
creld2	79174
gramd4	23151
furin	5045
hypk	25764
ell3	80237
map1a	4130
myh15	22989
ift57	55081
hhla2	11148
mybbp1a	10514
rfc2	5982
ncf1	653361
gm2a	2760
ccdc69	
slc3a1	6519
ppm1b	5495
tedc2	
mcrip2	
mrps34	65993
nme3	4832
nubp2	10101
anks3	124401
trap1	10131
adcy9	115
tfap4	7023
eci1	1632
pgp	283871
znf598	90850
nub1	51667
dpp6	1804
becn1	8678
rpl27	6155
adra2b	151
nup133	55746
lman2l	81562
cnnm2	54805
zmiz2	83637
pold2	5425
elmod3	84173
tgoln2	10618
slc25a37	51312
sec22b	9554
mbnl3	55796
phf6	84295
mmgt1	
htatsf1	27336
arhgap35	2909
ap2s1	1175
mypop	339344
ccdc61	
ppp1r11	6992
uros	7390
tti2	80185
npm2	10361
phyhip	9796
bin3	55909
gpat4	137964
polb	5423
vps41	27072
plekha2	59339
star	6770
ddx3x	1654
pus7l	
zcrb1	85437
bmt2	154743
sec23a	10484
npas3	64067
strn3	29966
g2e3	55632
rab5if	
pigu	128869
pxmp4	11264
fem1b	10116
kif23	9493
eif3j	8669
rbm15	64783
myo19	80179
ankrd10	
tex30	
psmc5	5705
ndufaf3	25915
rpn1	6184
mcm2	4171
tmprss15	5651
hgf	3082
pmpcb	9512
psmc2	5701
slc26a5	375611
prkar2b	5577
srd5a1	6715
yme1l1	10730
spata2	9825
hint3	135114
galc	2581
eml5	161436
ttc8	123016
taf6l	10629
tiparp	25976
p2ry1	5028
gcg	2641
pla2r1	22925
cytip	9595
wdr17	116966
gpm6a	2823
hmgb2	3148
tfdp2	7029
mrpl44	65080
mrps22	56945
adipoq	9370
ankmy1	
dusp28	
klhl24	54800
ilkap	
fam221a	
malsu1	115416
upp1	7378
fignl1	63979
arsk	153642
ppip5k2	23262
atp10d	
gabra2	2555
atp8a1	10396
phox2b	8929
uchl1	7345
klb	152831
lrat	9227
ercc8	1161
fbxw7	55294
kiaa0753	9851
ctsb	1508
neil2	252969
mtmr9	66036
bud23	114049
pola1	5422
asmtl	8623
asmtl	8623
hnrnpa0	10949
galns	2588
pabpn1l	
fanca	2175
mbd6	
dctn2	10540
sp5l	
mettl1	4234
galnt6.2	11226
pfkm	5213
mideas	
jmjd7	
ehd4	30844
trappc6b	122553
atg14	22863
l3hypdh	112849
ccdc175	
c14orf39	317761
mief1	54471
ddx17	10521
fam227a	
josd1	9929
aco2	50
dpyd	1806
abca4	24
dr1	1810
XB1000829 [provisional]	
ccdc18	
btbd8	23285
senp7	57337
cfap47	
rhbdd2	57414
med13	9969
vmp1	81671
pithd1	
rpl11	6135
sod2	6648
mtr	4548
eif2ak2	5610
galm	130589
slc35a1	10559
tmem161b	
cetn3	1070
hnmt	3176
cnot9	9125
XB1001094 [provisional:cyp27a1]	
cfap65	255101
cnppd1	
abcb6	10058
glb1	2720
lct.2	3938
abca1	19
stap2	55620
chaf1a	10036
nbeal3	
mab21l1	4081
n4bp2l1	
fry	10129
hmgb1	3146
polr1d.1	51082
p3h2	55214
MGC35450	
pcyt1a	5130
acp2	53
fbxo3	26273
cd59	966
XB1001290 [provisional:golgb1]	
fadd	8772
chst1	8534
tcea1	6917
rps20	6224
chchd7	79145
mep1b	4225
rnf138	51444
tyms	7298
mib1	57534
extl2	2135
mfsd14a	
agl	178
nuf2	83540
itpa	3704
tyrp1	7306
ric1	57589
pum3	9933
cenph	64946
ppwd1	
rgs7bp	401190
dimt1	27292
adsl	158
elfn2	
ift27	11020
mustn1	389125
pfkfb4	5210
iars1	3376
alpk1	80216
ndst3	9348
neil3	55247
aga	175
tenm3	55714
wwc2	
slc25a4	291
snx25	
ascc2	84164
mtfp1	51537
morc2	22880
znf219	51222
parp2	10038
mettl17	64745
nop10	55505
ttc5	
dnaja4.1	
mrpl4	51073
gemin4	50628
nxn	64359
ska2	348235
pdlim4	8572
med26	9441
kcnn1	3780
pdcd5	9141
rnf152	220441
vps4b	9525
serpinb6	5269
cox6c	1345
birc6	57448
utrn	7402
ttc13	
ago2	27161
ttc32	
laptm4a	
creg2	
rpl31	6160
ormdl2	29095
cdk2	1017
ankrd52	
hmgb3	3149
mtm1	4534
stra6	64220
loxl1	4016
herc1	8925
hmgcl	3155
krit1	889
ankib1	
tfpi2	7980
slc25a12	8604
tlk1	9874
phospho2	
pold1	5424
dhdds	79947
med18	54797
gmeb1	10691
exoc1	55763
utp25	
rd3	343035
cenpf	1063
ttc26	79989
myh9	4627
hmox1	3162
ndufa6	4700
smdt1	91689
septin3	55964
hebp1	50865
ddx47	51202
ifi30	10437
mpv17l2	84769
pde4c	5143
rspry1	89970
rad17	5884
gtf2h2	2966
cartpt	9607
ankra2	57763
hexb	3074
gfm2	84340
cert1	10087
dst	667
gclc	2729
fbxo9	26268
gpr63	81491
fhl5	9457
arhgap32	9743
slc7a3	84889
nono	4841
gcna	93953
mtmr10	
poglut3	
adat1	23536
mphosph6	10200
rasef	158158
gkap1	80318
golm1	51280
fbp1	2203
bcat2	587
mcam	4162
oaf	
asap2	8853
allc	
dnase1l3	1776
cdh8	1006
wdr53	348793
uap1l1	
prpf40b	
ccdc65	85478
thpo	7066
ncapg2	54892
map3k15	389840
klhl15	80311
apoo	79135
sat1	6303
denr	8562
abcb9	23457
tnc	3371
tktl2	
snapc4	6621
pafah1b1	5048
hkdc1	80201
snrnp27	
tia1	7072
pcyox1	51449
nfu1	27247
arhgap25	9938
btg1	694
dcaf5	8816
ppp2r3c	55012
cfl2	1073
clec14a	161198
brms1l	
fasn	2194
ctrb2	
asf1b	55723
dnajb1	3337
tecr	9524
asah2	56624
ankrd22	
mfhas1	9258
golph3l	55204
parn	5073
fnbp1	23048
golga2	2801
bgn	633
dpm2	8818
fpgs	2356
rundc3a	10900
dcakd	
map3k14	9020
fmnl1	752
ccdc47	
ccdc82	
mgp	4256
wdr82	80335
abhd14a	
ifrd2	7866
slc38a3	10991
gnat1	2779
mon1a	84315
rps6	6194
ccdc171	
spop	8405
gpd1	2819
fndc3a	22862
ebpl	84650
spryd7	57213
sec24d	9871
aifm2	84883
sike1	80143
olfml3	56944
gpr161	23432
slc35a5	
cep89	84902
slc7a9	11136
rmc1	
sbds	51119
sgk1	6446
map1lc3c	440738
zbtb18	10472
nid1	4811
coa6	388753
arid4b	51742
drc3	
flcn	201163
top3a	7156
fahd1	81889
rps2	6187
gne	10020
polr1e	
tomm5	401505
slc39a11	201266
nudcd2	
camlg	819
cdkn2aipnl	
ube2b	7320
ankrd40	
abcc3	8714
mfsd11	
qrich2	
spock2	9806
mrpl19	9801
slc30a10	55532
polr2l.1	5441
vrk1	7443
psmg2	56984
ca5b	11238
gins2	51659
emc8	10328
nsmaf	8439
cox7a2	1347
filip1	27145
lca5	167691
tekt2	27285
trappc3	27095
cept1	10390
tatdn2	
slc25a40	55972
spef1	25876
hspa12b	116835
pradc1	
fbxo25	26260
cep19	84984
med23	9439
stx7	8417
prim2	5558
ncln	56926
micos13	125988
tmem161a	
rfxank	8625
abhd8	
dmxl2	23312
gldn	342035
myo5c	55930
myo5a	4644
plekhn1	
megf8	1954
dedd2	162989
znf574	
f13a1	2162
txnl4a	10907
acot13	55856
ythdc1	91746
hsd17b11	51170
hpse	10855
flacc1	
sumo3	6612
mogat1	116255
polr2d	5433
ing5	84289
dtymk	1841
impa1	3612
myg1	60314
pfdn5	5204
espl1	9700
kcnj3	3760
fmnl2	114793
arl5a	26225
trmo	
ppargc1b	133522
slit2	9353
gtdc1	79712
frem2	341640
ckap2	26586
rnaseh2b	79621
rap1gds1	5910
sbf2	81846
oga	10724
pin4	5303
tsc22d3	1831
msn	4478
taf5	6877
akap1	8165
ksr1	8844
nup88	4927
pcnp	57092
ppp4r3b	57223
parpbp	55010
slc25a16	8034
pdlim1	9124
fxr1	8087
gnpnat1	64841
cnih1	10175
cgrrf1	10668
lama4	3910
cdhr2	
gprin1	114787
prelid1	27166
grk6	2870
f12	2161
ier5	51278
nt5c3a	51251
tvp23b	
pmp22	5376
secisbp2	79048
sptlc1	10558
rabggta	5875
ccdc30	
c1orf50	
nsdhl	50814
lum	4060
trpa1	8989
siah2	6478
serp1	27230
dock10	55619
trpc1	7220
ipmk	253430
idh1	3417
znf503	84858
pigs	94005
aldoc	230
kif20b	9585
cutc	51076
zfyve26	23503
tagap	117289
ltv1	
clvs2	134829
strbp	55342
p2ry2	5029
serpinh1	871
tnfaip8l2	79626
tagln2	8407
chmp3	51652
mrpl35	51318
polr1a	25885
slc1a2	6506
sgsh	6448
mrpl12	6182
sirt7	51547
tor3a	64222
fam20b	9917
adcy7	113
midn	90007
cnn1	1264
polr2e	5434
park7	11315
errfi1	54206
piezo2	63895
gatd1	
syvn1	84447
tm7sf2	7108
taldo1	6888
vps51	738
mthfr	4524
nip7	
psmd7	5713
pmfbp1	83449
abca8	10351
cpsf4l	
chmp2a	27243
ube2m	9040
trim28	10155
proca1	147011
spag5	10615
tmem258	746
psmd13	5719
xk	7504
myo1e.1	4643
ccnb2	9133
nde1	54820
pdxdc1	23042
ndufb7	4713
kif15	56992
inpp5a.1	3632
eef1akmt2	399818
acadsb	36
oat.2	4942
syngr2	9144
drd2	1813
ncbp2	22916
tmem44	
snrk	54861
upf3a	65110
septin10	151011
aff3	3899
unc50	25972
wdfy3	23001
mrpl18	29074
sord	6652
duox1	53905
nrsn1	140767
slc25a27	9481
arhgap20	57569
marchf10	162333
cdc42bpb	9578
tnfaip2	7127
scrn2	90507
cdk5rap3	80279
cbx1	10951
snx11	29916
hoxb5	3215
hoxb6	3216
calcoco2	10241
ywhab	7529
cyb5r2	51700
syt9	143425
kbtbd7	84078
rgcc	28984
epb41l3	23136
thoc3	84321
nopchap1	
nfyb	4801
dguok	1716
tdg	6996
atp6v1e1	529
stag1	10274
sos2	6655
klhdc2	23588
lrr1	122769
otof	9381
plk2	10769
dazl	1618
dhrs13	147015
rbsn	64145
ap1s2	8905
ctns	1497
p2rx5	5026
man2b2	
s100p	6286
rpl18	6141
ndufa3	4696
epn1	29924
alg1	56052
vgll2	245806
rwdd1	
hacd3	51495
gtf2a1	2957
tex261	
fezf2	55079
c3orf14	
plod2	5352
nsmce1	197370
tsr3	115939
gper1	2852
tiam1	7074
sod1	6647
mis18a	54069
dop1a	23033
plekho1	51177
mast1	22983
col9a2	1298
cct2	10576
slc35e3	
nup107	57122
ndufa7	4701
rps28p9	
ndufa11	126328
vmac	400673
acsbg2	81616
naaa	27163
mipep	4285
med29	55588
znf410	
aldh6a1	4329
abcd4	5826
lap3	51056
pgm2	55276
prdx5	25824
ttc9c	
polr2g	5436
slc25a45	283130
asns	440
mrpl43	84545
trim8	81603
cyp17a1	1586
borcs7	119032
zbtb1	22890
pld3	23646
blvrb	645
prx	57716
ap1m1	8907
c1orf216	
ago4	192670
cdk11b	984
pomt2	29954
ahsa1	10598
snw1	22938
adck1	
pclaf	9768
scamp5.2	192683
fibin	387758
ednra	1909
lsm6	11157
hdgf	3068
pter	9317
cmtm5	116173
pabpn1	8106
gmpr2	51292
olah	
atp1b2	482
p3h4	10609
fkbp10	60681
psip1	11168
zcchc4	29063
usp16	10600
mmp16	4325
ca3	761
arl13a	
tmem86a	
hspbp1	23640
dusp4	1846
snrpa1	6627
selenos	55829
gpr180	160897
dct	1638
sec24b	10427
hadh	3033
cyp2u1	113612
anxa5	308
ptp4a2	8073
stk40	83931
adcy3	109
cyp8b1.1	1582
pcdh7	5099
b4gat1	11041
mrpl11	65003
cbr1.3	873
donson	29980
jmjd4	
calu	813
gcc1	79571
cyp2a6.9	
b9d2	80776
bckdha	593
sdhaf4	
masp2	10747
aoah	313
stard3nl	83930
wdr89	
mecr	51102
laptm5	7805
tmem71	
psap	5660
ybx3	8531
rad50	10111
arid5b	84159
vps18	57617
chp1	11261
oip5	11339
ndufaf1	51103
mta1	9112
nsmce3	56160
lsm11	134353
nipal4	348938
slc27a2	11001
rabif	5877
cfap276	
dnajb4	11080
qtrt2	
slit1	6585
pgam1	5223
exosc1	51013
wdr44	
raver1	125950
rdh7.2	
rdh16	
zfyve21	79038
ercc6	2074
lama5	3911
rps21	6227
rbbp8nl	
tomm70	9868
blvra	644
rpgrip1	57096
krr1	11103
brix1	
dnajc21	134218
ube2s	27338
nav2	89797
slc16a5	9121
nup85	79902
caskin2	57513
unc13d	201294
acox1	51
pcdhac2	56134
rad21	5885
med30	90390
lsm7	51690
gab1	2549
saxo2	
med17	9440
psmb3	5691
npepps	9520
tbc1d15	64786
serinc5	256987
thbs4	7060
bhmt	635
rex1bd	
wipf2	147179
plcb3	5331
trmt112	
map3k1	4214
igfals	3483
rfx7	64864
mns1	55329
ndufa1	4694
tigar	57103
tnip3	79931
grk5	2869
inpp5f	22876
cox18	285521
capn12	147968
neurod2	4761
usp15	9958
slc16a7	9194
ptprk	5796
polr1b	84172
nanp	140838
fbln7	129804
mgme1	92667
prps1	5631
plp1	5354
gla	2717
eola1	91966
itm2a	9452
ppif	10105
ncoa4	8031
frg1	2483
mtmr7	9108
chst14	113189
bahd1	22893
ivd	3712
sptbn2	6712
dyrk3	8444
dcaf12	
nudt2	318
sdad1	
cope	11316
thap1	55145
wdr83os	
st14	6768
rbp3	5949
fis1	51024
ctf1	1489
hsd3b7	80270
tmem179	
rpl12	6136
jmjd1c	221037
nrbf2	29982
cdipt	10423
yae1	
chd3	1107
rpl19	6143
lasp1	3927
sod3	6649
dhx15	1665
ppl	5493
trub1	142940
clp1	10978
ndufs7	374291
mrrf	92399
slc25a44	9673
tgfbrap1	9392
gpr45	11250
klhl35	
sh3pxd2b	285590
ap1s1	1174
pex5	5830
stmn4	
ccdc38	
hal.2	3034
rxylt1	10329
xpot	11260
dhx34	9704
fam124b	
rnf182	
mrpl54	116541
derl1	79139
zranb3	84083
pck1	5105
slc3a2	6520
cgn	57530
c1orf43	25912
xab2	56949
rhbg	57127
hlcs	3141
vps26c	10311
usp12	219333
itga2b.1	3674
amacr	23600
dennd5b	160518
ndufb2	4708
rabepk	10244
nt5c1b	93034
sparc	6678
cldn6.2	9074
hadhb	3032
atl3	25923
glud1	2746
ndufs6	4726
nup205	23165
eno4	
ophn1	4983
yipf6	286451
c19orf12	83636
pop4	10775
timm21	29090
lig1	3978
arhgef1	9138
brk1	55845
pecr	55825
ercc3	2071
wdr45b	56270
mapk10	5602
psmc3	5702
dusp16	80824
gpr19	2842
tmem132a	54972
myo1c	4641
polr1c	9533
slc35b2	347734
alkbh4	54784
lyve1	10894
mmp24	10893
scube1	80274
crtap	10491
itgb3	3690
myt1	4661
polg2	11232
ddx5	1655
adgrv1	84059
ufc1	51506
ppox	5498
timm8b	26521
hipk3	10114
depdc7	91614
ucp2	7351
aamp	14
mrps21	54460
lmln	89782
rfk	55312
trappc1	58485
metap2	10988
tmem269	
csrp3	8048
rnf208	
spag7	9552
tafazzin	6901
cps1	1373
eif1b	
fads2	9415
b3gat3	26229
abcb8	11194
cdk5	1020
thoc6	79228
emc1	23065
eif4g3	8672
alpl	249
man1a2	10905
mea1	4201
parp9	83666
mapk15	
pdf	
ankar	150709
arid1b	57492
pdcd10	11235
slc7a14	57709
kcnmb2	10242
kdm4a	9682
dab1	1600
nfia	4774
cachd1	
adgrl2	23266
phkb	5257
hsd17b4	3295
plcb4	5332
XB1010452 [provisional]	
snrpb2	6629
htr1f	3355
tenm1	10178
gria3	2892
atp7a	538
itih5	80760
gnb1l	54584
med15	51586
trrap	8295
daglb	221955
ramp1	10267
cwc22	57703
znf330	27309
ube3b	89910
cpne9	
f13b	2165
clcc1	23155
trmu	55687
kif21a	55605
abhd2	11057
tp53bp1	7158
clip2	7461
c11orf54	28970
or11l1.1	
kcna1	3736
kcna6	3742
galnt10	55568
thadal	
tbc1d5	9779
abca3	21
telo2	9894
cacng3	10368
slc5a11	115584
prkag1	5571
ezh1	2145
neurl2	140825
ifi35	3430
ciao1	9391
ogdh	4967
loxl2	4017
dpysl2	1808
dock1	1793
nhlrc1	378884
kif13a	63971
rnf144b	
plat	5327
bag4	9530
usp9x	8239
bcor	54880
XB1010847 [provisional]	
immp2l	83943
bub1b	701
hectd1	
arhgap11a.1	9824
scg5	6447
dlgap4	22839
ggt7	2686
nfs1	9054
acss2.1	55902
nox5	79400
glce	26035
atp11a	23250
myo16	23026
nckipsd	51517
eefsec	60678
kbtbd12	
chodl	140578
phtf2	57157
lrrc17	
srpk3	26576
atxn7l1	
pik3cg	5294
lamb1	3912
ankh	56172
arhgap21	57584
kcng1	3755
r3hdml	
ppp4r4	57718
kpna4	3840
schip1	
mfsd1	
rarres1	5918
mme	4311
arhgef26	26084
fign	55137
ifih1	64135
slc4a10	57282
rbms1	5937
gpd2	2820
tspan13	27075
glra3	8001
gpr55	9290
atg16l1	55054
klhl30	
tns3	64759
rfesd	
kctd8	
rbm46	
taar3p	
mmut	4594
il17f	112744
efhc1	114327
msra.1	4482
limk1	3984
cmtm3	123920
ankrd11	29123
ddit3	1649
agap2	116986
scn8a	6334
dip2b	57609
acot2	10965
pla2g4d	283748
tmem260	54916
rtn1	6252
lrrc9	
srebf2	6721
ofd1	8481
ppm1d	8493
oprm1	4988
slc17a6	57084
sos1	6654
pkr2	
rgr	5995
mob3b	79817
plaa	9373
nrg1	3084
rxfp2	122042
pex16	9409
dgkz	8525
mcm4	4173
sntg1	54212
oprk1	4986
mos	4342
osbpl1a	114876
slc35a3.1	23443
dnm3	26052
kdm4c	23081
plgrkt	
slc1a1	6505
sgtb	
rnf180	285671
nol12	
tmprss6	164656
ddx54	79039
pole	5426
pnp	4860
vps53	55275
rgs9bp	388531
cdh20	28316
tcf4	6925
lipg	9388
mthfd1l	25902
map4k4	9448
rdh5	5959
nptn	27020
cybrd1	79901
gad1.1	2571
gpatch3	63906
rab39a	
hhat	55733
ubr2	23304
glrb	2743
slc39a8	64116
mttp.1	4547
gna15	2769
cpne2	221184
naip	4671
gcnt4	51301
ufl1	23376
efnb1	1947
lrrc49	
fan1	22909
gucy1a2	2977
tmem231	79583
hsd17b2	3294
wfdc1	58189
st7	7982
tspan12	23554
ptprz1	5803
frmd3	257019
dapk1	1612
grin2d	2906
cacng6	59285
c1qtnf5	114902
grik4	2900
tecta.1	7007
rnaseh1	246243
XB1011895 [provisional]	
adcy6	112
cacnb3	784
ece2	9718
adarb2	105
dip2c	22982
ube3c	9690
kntc1	9735
pitpnm2	57605
trim32	22954
brinp1	1620
gpsm1	26086
arhgap26	23092
kcnk12	56660
adgrl1	22859
slc26a1	10861
lrrc8a	56262
st6galnac6	30815
ak1	203
apex2	27301
slc35c2	
trpc6	7225
cdh10	1008
grm2	2912
sh3gl2	6456
aco1	48
tmem121	
cdadc1	
arl11	115761
gbf1	8729
slc2a12	154091
ntpcr	
lyst	1130
b3galnt2	148789
tom1l2	146691
tbl3	10607
kcnj2	3759
cog1	9382
pcdha6	56142
septin9	10801
mcu	90550
dnajc9	23234
klhl29	
itsn2	50618
phex	5251
phka1p1	
cdh7	1005
impa2	3613
mcmdc2	157777
gtf3c5	9328
spaca9	
fam78a	
col12a1	1303
myo6	4646
itpr3	3710
sash1	23328
map3k5	4217
cdc25b	994
enpp3	5169
wdr72	256764
ptpra	5786
stxbp5	134957
ripk1	8737
zfyve27	118813
atp9b	374868
uba6	55236
tmprss11f	
ano3	63982
rpe	6120
nox4	50507
pank4	55229
gpr17	2840
itgb7	3695
csad	51380
galnt13	114805
cacnb4	785
golph3	64083
npr3	4883
orc4	5000
nek5	341676
stpg2	
znf143	7702
oxsr1	9943
mid2	11043
XB1012533 [provisional]	
efemp1	2202
stox1	219736
ddx21	9188
fermt2	10979
mtif2	4528
rtn4	57142
slc16a10	117247
rev3l	5980
grk1	6011
ppp2r3b	28227
herc2	8924
kbtbd2	
gas7	8522
kazn	
cysltr1	10800
kera	11081
nalcn	259232
nyap2	57624
xrn1	54464
atr	545
klf7	8609
samd8	142891
polr3a	11128
rims1	22999
atg5	9474
fbxl8	55336
slc16a12	387700
abcc2	1244
kdm3a	55818
pamr1	
rptor	57521
hsd11b2	3291
rbl2	5934
b3gnt7	93010
cacna1e	777
slc25a22	79751
polr2b	5431
kdm4b	23030
ist1	9798
abca5	23461
aldh1a2	8854
pptc7	160760
atp2a2	488
clip1	6249
gabrp	2568
tgm4	7047
cadm3	57863
entpd3	956
inpp4a	3631
mas1	4142
otud7a	161725
kcnn4	3783
aldh5a1	7915
gpld1	2822
dcdc2	51473
enpp4	22875
cenpj	55835
sntb1	6641
ccn3	4856
plcd1	5333
ctdspl	10217
ppfibp2	8495
naa16	
arhgap28	79822
gan	8139
cdyl2	
pde4d	5144
rictor	253260
myo18a	399687
pipox	51268
sez6	124925
grpr	2925
akap10	11216
trpv3	162514
itgae	3682
ccdc96	
rfx6	222546
dse	29940
ankrd33b	
dis3l	115752
lhfpl4	375323
exoc6b	23233
ngf	4803
cldn8.1	9073
eva1c	
snap91	9892
me1	4199
get3	439
pef1	553115
phc1	1911
pih1d1	55011
shank1	50944
lonp1	9361
supt5h	6829
entpd5	957
acap3	
uso1	8615
fgfbp2	83888
mtss1.1	9788
slc25a13	10165
b3galt5.4	10317
trpc5	7224
gpr132	29933
sptbn4	57731
dlgap3	58512
kiaa0319l	79932
ap3b2	8120
neil1	79661
adora2b	136
galnt1	2589
sts	412
pde10a	10846
tgm1	7051
or4f3.17	
or4f3.18	
exoc6	54536
sart3	9733
cenpi	2491
nox1	27035
htt	3064
asap1	50807
cyrib	51571
ntf4	4909
brsk1	84446
ppp6r1	22870
ryr1	6261
fbxo16	157574
vps54	51542
efemp2	30008
adamts9	56999
sbf1	6305
cpd	1362
elmo2	63916
arhgap9	64333
kcnh5	27133
pex13	5194
sqle	6713
zfyve19	
kif1b	23095
tmem72	
ush1g	124590
spata20	64847
trpc4	7223
clint1	9685
ikzf2	22807
acaca	31
smpd3	55512
trhde	29953
kcnc2	3747
itgb4	3691
trps1	7227
htr7	3363
erc2	26059
pcgf2	7703
tmem19	
ell	8178
fermt3	83706
ankrd55	79722
irf3	3661
aldh1b1	219
gabrr2	2570
znf438	
pak4	10298
nccrp1	342897
tcap	8557
srpra	6734
tent5d	169966
pdzk1	5174
neto1	81832
zdhhc24	
mtfr1	
pde7a	5150
rnf40	9810
cacna1a	773
inppl1	3636
cacna1f	778
smarca2	6595
gfra1	2674
cdan1	146059
cdc20b	
mtrex	23517
lgi4	163175
muc3a	4584
chrna2	1135
srgap1	57522
atf6b	1388
prdm15	63977
ccm2	83605
pmepa1	56937
ubap2l	9898
sim2	6493
wasf3	10810
tenm4	26011
mfsd6	54842
nab1	4664
cyp2r1	120227
ing4	51147
paqr4	124222
kalrn	8997
mtpn	136319
asb15	
shank3	85358
arsa.2	410
trpc3	7222
kif6	221458
desi2	51029
caprin2	65981
kcnh4	23415
trim50	135892
msh3	4437
rrm1	6240
bace2	25825
gucy2d	3000
slc12a4	6560
usp44	84101
rabl6	55684
XB1014132 [provisional:ift22]	
ribc2	
ppfibp1	8496
gpa33	10223
ilk	3611
kpna1	3836
snca	6622
cacng4	27092
braf	673
ece1	1889
znf513	130557
or11l1.6	
fam110a	83541
or4f3.1	
or11l1.15	
pcdhgb5l.5	
ttc39a	
cacybp	27101
cop1	64326
rnf216	54476
gtf2h5	404672
